TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AALR3;4,65;;-8,80;0,66;0,23;26,83;9,47;-6,49;6,04;9,13;3,10;0,34;0,57;162,01;-0,32;1,01;-7,54;-2,66;5,63;0,35;0,64;0,41;2,55;;284.566,89;7,00;-0,53;0,17;708.471.591,30
ABCB4;23,65;11,07;5,97;0,86;0,09;20,09;11,47;9,40;4,89;4,89;;;0,56;-2,29;-0,10;0,24;14,47;1,59;;0,11;0,89;0,17;35,11;14,28;13.784.145,89;27,39;3,96;0,18;5.786.134.668,05
ABEV3;13,65;8,16;13,42;2,34;1,53;51,77;26,45;17,73;8,99;8,28;-0,71;-0,18;2,38;40,12;-2,18;1,15;17,43;11,39;20,93;0,65;0,34;0,64;11,20;6,36;459.995.249,53;5,84;1,02;0,89;215.146.369.019,40
ADHM3;1,56;;-4,09;-1,29;105,12;100,00;-13.548,48;-18.860,61;-5,69;-5,69;0,00;;770,90;-1,43;-116,16;0,00;-31,47;-2.571,90;22,61;-81,72;82,72;0,14;;;;-1,21;-0,38;-0,58;25.439.770,20
AERI3;3,25;;-0,16;-0,97;0,10;1,74;-117,42;-147,83;-0,20;-1,94;-1,74;;0,24;0,99;-0,17;1,39;-598,24;-63,76;-66,03;-0,11;1,11;0,43;12,70;;393.098,32;-3,35;-20,06;0,00;201.890.637,00
AESB3;8,12;;-14,70;1,80;0,38;27,47;23,70;-12,86;7,98;18,28;10,30;2,32;1,89;-50,54;-0,46;0,95;-12,23;-2,60;4,83;0,21;0,73;0,20;;;13.684.494,00;4,52;-0,55;-0,19;7.663.439.293,44
AFLT3;7,12;6,57;12,88;1,76;1,19;67,69;61,47;42,80;8,97;8,76;-0,21;-0,04;5,51;5,70;-1,75;2,90;13,65;9,25;13,92;0,68;0,32;0,22;17,36;6,66;3.705,89;4,05;0,55;0,24;449.163.064,00
AGRO3;19,80;3,80;-85,74;0,93;0,53;19,34;6,62;-2,32;30,03;47,04;17,01;0,53;1,99;3,91;-0,76;1,79;-1,09;-0,62;-0,36;0,57;0,43;0,27;10,70;;3.453.752,32;21,21;-0,23;0,79;2.033.132.191,20
AGXY3;4,40;;0,06;-0,40;0,03;-1,14;39,74;70,06;0,11;1,47;1,36;;0,04;0,15;-0,06;2,19;-661,54;55,38;83,66;-0,08;1,08;0,79;24,29;123,15;68.811,58;-10,93;72,30;0,00;74.666.112,40
AHEB3;23,00;;2,38;0,77;0,33;19,91;11,04;12,25;2,64;1,67;-1,03;-0,30;0,29;1,32;-0,58;2,46;32,19;13,95;27,08;0,43;0,57;1,14;44,62;;4.086,20;30,00;9,66;-0,06;200.862.106,00
AHEB5;58,00;;6,01;1,93;0,84;19,91;11,04;12,25;6,67;1,67;-1,03;-0,30;0,74;3,33;-1,45;2,46;32,19;13,95;27,08;0,43;0,57;1,14;44,62;;0,00;30,00;9,66;-0,14;200.862.106,00
AHEB6;55,00;;5,70;1,83;0,79;19,91;11,04;12,25;6,32;1,67;-1,03;-0,30;0,70;3,15;-1,38;2,46;32,19;13,95;27,08;0,43;0,57;1,14;44,62;;5.500,00;30,00;9,66;-0,13;200.862.106,00
ALLD3;8,38;8,80;2,25;0,47;0,21;11,57;9,29;6,55;1,59;1,27;-0,32;-0,09;0,15;0,63;-0,82;1,81;20,88;9,36;17,18;0,45;0,55;1,43;8,27;28,55;2.965.612,00;17,82;3,72;0,02;795.521.151,50
ALOS3;28,55;5,55;19,18;1,07;0,55;75,35;56,25;26,60;9,07;7,24;-1,83;-0,22;5,10;5,64;-0,64;3,06;5,59;2,85;10,65;0,51;0,46;0,11;29,82;102,53;217.427.763,58;26,62;1,49;-9,95;14.394.651.536,85
ALPA3;10,38;5,67;18,97;1,65;1,14;47,89;8,78;8,43;18,22;18,42;-0,99;-0,09;1,60;3,88;-2,28;2,40;8,69;5,99;7,82;0,69;0,31;0,71;2,05;6,40;147.658,79;6,30;0,55;-0,15;7.553.980.433,91
ALPA4;11,73;5,52;21,44;1,86;1,28;47,89;8,78;8,43;20,59;18,42;-0,99;-0,09;1,81;4,39;-2,58;2,40;8,69;5,99;7,82;0,69;0,31;0,71;2,05;6,40;33.812.444,00;6,30;0,55;-0,17;7.553.980.433,91
ALPK3;4,68;;727,39;2,87;0,40;32,33;13,88;0,08;4,10;8,79;4,69;3,29;0,57;-8,69;-0,50;0,82;0,40;0,05;12,74;0,14;0,86;0,70;7,96;;658.347,21;1,63;0,01;-6,82;1.026.350.830,44
ALUP11;31,99;4,03;9,06;1,17;0,34;69,61;71,56;26,70;3,38;6,35;2,97;1,03;2,42;2,85;-0,42;2,55;12,93;3,70;10,81;0,29;0,61;0,14;-2,71;5,50;22.366.924,37;27,30;3,53;0,54;10.544.763.475,33
ALUP3;11,90;3,61;10,12;1,31;0,37;69,61;71,56;26,70;3,77;6,35;2,97;1,03;2,70;3,18;-0,46;2,55;12,93;3,70;10,81;0,29;0,61;0,14;-2,71;5,50;94.711,95;9,10;1,18;0,61;10.544.763.475,33
ALUP4;10,12;4,25;8,60;1,11;0,32;69,61;71,56;26,70;3,21;6,35;2,97;1,03;2,30;2,71;-0,39;2,55;12,93;3,70;10,81;0,29;0,61;0,14;-2,71;5,50;128.540,68;9,10;1,18;0,52;10.544.763.475,33
AMAR3;1,01;;32,23;1,76;0,24;52,44;16,87;1,08;2,06;5,25;3,19;2,72;0,35;-1,96;-0,35;0,70;5,45;0,76;21,48;0,14;0,86;0,70;-13,55;;101.200,89;0,58;0,03;-0,31;518.590.603,43
AMBP3;0,30;;-1,95;0,46;0,03;18,22;17,36;-3,54;0,40;5,45;5,06;5,81;0,07;0,11;-0,05;2,72;-23,47;-1,52;8,91;0,06;0,87;0,43;67,64;;5.342.583,21;0,65;-0,15;0,10;501.125.607,00
AMER3;5,02;;-1,24;0,21;0,06;28,74;-2,45;-5,85;-2,95;-6,85;-3,91;0,28;0,07;0,35;-0,12;1,63;-17,16;-5,03;-7,44;0,29;0,71;0,86;16,22;;13.756.325,00;23,66;-4,06;0,01;1.005.229.889,96
AMOB3;12,93;;;;;3,60;-46,82;-57,58;;;-0,01;;;;;0,19;-2.595,29;-6.030,26;2.660,36;-2,32;3,32;104,73;;;736.849,58;;;;0,00
ANIM3;3,29;1,63;8,43;0,56;0,13;62,16;24,85;3,99;1,35;5,26;3,91;1,63;0,34;1,09;-0,18;1,92;6,70;1,56;11,61;0,23;0,71;0,39;26,33;;23.948.789,89;5,83;0,39;-0,02;1.328.728.368,45
APER3;46,75;;-32,82;2,02;1,01;100,00;6,60;-8,16;40,57;43,31;2,74;0,14;2,68;115,28;-1,38;1,03;-6,15;-3,09;2,91;0,50;0,50;0,38;29,52;;51.166,00;23,16;-1,42;0,16;953.269.946,75
APTI3;197,64;;0,12;0,01;0,01;100,11;45,32;81,09;0,22;0,80;-1,42;-0,09;0,10;0,02;-0,01;10,57;10,94;5,92;3,06;0,54;0,46;0,07;-2,98;;;14.822,32;1.621,94;0,00;37.417.457,40
APTI4;2.930,92;;1,81;0,20;0,11;100,11;45,32;81,09;3,23;0,80;-1,42;-0,09;1,47;0,25;-0,20;10,57;10,94;5,92;3,06;0,54;0,46;0,07;-2,98;;0,00;14.822,32;1.621,94;-0,04;37.417.457,40
ARML3;4,59;4,64;29,35;1,25;0,34;35,48;22,22;2,91;3,85;8,38;4,53;1,47;0,86;2,10;-0,49;2,21;4,26;1,17;10,45;0,27;0,72;0,40;95,79;42,68;3.631.786,47;3,67;0,16;-0,40;1.590.407.905,23
ARND3;0,88;;9,32;0,42;0,40;83,42;-44,59;21,86;-4,57;6,23;10,80;-1,00;2,04;0,43;-16,23;16,47;4,53;4,25;-10,90;0,94;0,06;0,19;35,82;;2.655,32;2,08;0,09;0,03;124.072.789,28
ASAI3;7,28;1,47;10,73;1,72;0,22;16,75;5,39;1,20;2,38;5,25;2,86;2,07;0,13;5,98;-0,34;1,12;16,05;2,03;18,58;0,13;0,87;1,70;21,32;-2,60;117.664.869,37;4,23;0,68;0,24;9.853.457.796,00
AURA33;89,76;3,02;-76,47;11,37;2,57;53,37;46,68;-5,82;9,54;9,74;0,20;0,24;4,45;18,92;-3,98;1,62;-14,87;-3,35;35,43;0,23;0,77;0,58;29,10;;58.238.000,53;7,90;-1,17;10,31;19.495.474.812,00
AURE3;11,63;0,49;-8,93;1,00;0,25;17,27;10,08;-10,91;9,66;25,41;15,75;1,62;0,97;5,99;-0,31;1,30;-11,15;-2,80;3,22;0,25;0,72;0,26;;;45.719.862,47;11,69;-1,30;0,03;12.215.895.837,62
AVLL3;0,96;;-1,58;-0,99;0,14;35,80;19,30;-18,25;1,49;5,80;4,31;;0,29;-3,54;-0,23;0,91;-62,83;-8,86;21,49;-0,14;1,11;0,49;32,82;;19.186,21;-0,97;-0,61;0,05;187.516.858,56
AXIA3;50,00;10,72;-24,25;1,33;0,55;43,59;10,97;-14,10;31,17;40,75;9,11;0,39;3,42;5,82;-0,68;1,92;-5,50;-2,26;1,65;0,41;0,59;0,16;7,70;;719.335.443,16;37,49;-2,06;0,15;147.970.909.238,88
AXIA5;79,00;5,37;-38,31;2,11;0,86;43,59;10,97;-14,10;49,25;40,75;9,11;0,39;5,40;9,19;-1,08;1,92;-5,50;-2,26;1,65;0,41;0,59;0,16;7,70;;31.051,00;37,49;-2,06;0,24;147.970.909.238,88
AXIA6;52,48;9,57;-25,45;1,40;0,57;43,59;10,97;-14,10;32,72;40,75;9,11;0,39;3,59;6,10;-0,71;1,92;-5,50;-2,26;1,65;0,41;0,59;0,16;7,70;;94.681.110,42;37,49;-2,06;0,16;147.970.909.238,88
AZEV3;0,27;;-0,22;1,00;0,15;8,27;-181,96;-269,37;-0,33;-0,41;-0,12;0,36;0,60;-1,37;-0,19;0,65;-453,29;-69,02;-250,88;0,15;0,85;0,26;144,07;;270.222,32;0,27;-1,22;0,00;140.505.169,90
AZEV4;0,22;;-0,18;0,82;0,12;8,27;-181,96;-269,37;-0,27;-0,41;-0,12;0,36;0,49;-1,12;-0,16;0,65;-453,29;-69,02;-250,88;0,15;0,85;0,26;144,07;;2.085.616,58;0,27;-1,22;0,00;140.505.169,90
AZTE3;0,42;;;;;;;;;;;;;;;;;;;;;;;;843.129,26;;;;0,00
AZUL4;0,81;;0,16;-0,09;0,09;28,49;14,99;72,55;0,76;11,22;10,99;;0,11;-0,13;-0,12;0,27;-57,23;56,77;32,52;-0,99;1,99;0,78;11,28;;25.700.054,79;-9,06;5,18;0,00;748.785.023,24
AZZA3;25,39;9,75;6,96;0,63;0,34;54,57;5,76;6,30;7,61;10,98;3,38;0,28;0,44;1,61;-0,61;1,90;9,02;4,85;-1,84;0,54;0,46;0,77;37,92;35,96;97.489.137,79;40,43;3,65;0,17;5.242.776.352,07
B3SA3;13,43;4,42;14,56;3,58;1,49;90,57;59,00;44,81;11,06;10,88;-0,18;-0,06;6,53;6,64;-2,35;2,62;24,55;10,26;9,47;0,42;0,58;0,23;12,34;12,34;546.804.848,37;3,76;0,92;1,16;70.729.095.000,00
BAHI3;4,51;;-2,17;1,78;0,27;58,14;-4,01;-15,93;-8,63;-11,01;-2,38;0,49;0,35;-1,16;-0,30;0,33;-82,07;-12,19;-9,74;0,15;0,78;0,77;46,22;;16.499,00;2,53;-2,07;0,00;119.021.524,82
BALM3;28,00;16,57;11,09;1,50;0,91;61,58;20,78;11,28;6,02;3,35;-1,56;-0,39;1,25;1,80;-3,60;3,12;13,52;8,23;19,28;0,61;0,39;0,73;5,42;31,66;8.867,40;18,67;2,52;0,45;223.930.000,00
BALM4;17,70;26,21;7,01;0,95;0,58;61,58;20,78;11,28;3,81;3,35;-1,56;-0,39;0,79;1,14;-2,27;3,12;13,52;8,23;19,28;0,61;0,39;0,73;5,42;31,66;173.407,33;18,67;2,52;0,28;223.930.000,00
BAUH3;0,00;;0,00;0,00;0,00;24,64;7,97;10,25;0,00;;-3,00;-0,46;0,00;0,00;0,00;1,93;19,75;13,66;13,47;0,69;0,31;1,33;6,53;0,81;;27,11;5,35;0,00;
BAUH4;93,30;1,32;17,43;3,44;2,38;24,64;7,97;10,25;22,40;;-3,00;-0,46;1,79;8,75;-5,47;1,93;19,75;13,66;13,47;0,69;0,31;1,33;6,53;0,81;55.287,56;27,11;5,35;1,47;
BAZA3;77,80;10,30;4,06;0,60;0,07;20,35;18,56;17,66;3,87;3,87;;;0,72;97,61;-0,07;;14,74;1,78;;0,12;0,88;0,10;26,63;31,27;301.733,00;129,92;19,15;-0,23;4.361.336.907,00
BBAS3;21,68;5,46;7,81;0,68;0,05;32,84;1,87;5,20;21,75;21,75;;;0,41;2,19;-0,05;7,39;8,73;0,63;;0,07;0,93;0,12;17,31;-0,60;467.920.920,21;31,78;2,78;-0,16;124.244.481.987,20
BBDC3;15,64;8,51;7,67;0,94;0,08;30,41;7,36;8,56;8,92;9,66;;;0,66;0,81;-0,08;10,67;12,29;0,98;;0,08;0,92;0,11;11,40;0,54;97.031.127,26;16,58;2,04;0,17;179.302.472.535,18
BBDC4;18,22;7,85;8,94;1,10;0,09;30,41;7,36;8,56;10,39;9,66;;;0,77;0,94;-0,10;10,67;12,29;0,98;;0,08;0,92;0,11;11,40;0,54;587.949.038,89;16,58;2,04;0,20;179.302.472.535,18
BBML3;3.936,42;;-468,78;-445,19;154,82;-4,08;-17,29;-23,60;-639,68;-641,40;-1,72;;110,62;-159,22;-211,74;0,22;-94,97;-33,03;-512,10;-0,35;1,35;1,40;18,96;;;-8,84;-8,40;-0,87;160.451.699.191,56
BBSE3;35,74;11,93;7,94;5,55;3,50;;;;7,22;7,22;;;;14,35;-6,07;2,35;69,93;44,03;;0,63;0,37;0,00;;6,21;194.304.547,63;6,43;4,50;1,40;71.480.000.000,00
BDLL3;7,70;;0,82;-0,06;0,03;17,16;19,16;25,56;1,09;16,37;15,39;;0,21;-0,08;-0,05;0,55;-6,83;3,46;23,30;-0,51;1,51;0,14;-2,75;;1.178,00;-137,84;9,42;-0,01;11.128.630,40
BDLL4;6,50;;0,69;-0,05;0,02;17,16;19,16;25,56;0,92;16,37;15,39;;0,18;-0,07;-0,04;0,55;-6,83;3,46;23,30;-0,51;1,51;0,14;-2,75;;1.995,40;-137,84;9,42;-0,01;11.128.630,40
BEEF3;5,37;3,06;-6,59;4,16;0,12;17,94;7,08;-1,59;1,48;4,72;3,25;9,13;0,10;0,73;-0,32;1,35;-63,09;-1,80;12,71;0,03;0,96;1,13;14,75;;63.534.282,63;1,29;-0,81;0,00;5.371.590.040,89
BEES3;8,14;8,41;8,28;1,16;0,07;29,87;8,53;6,68;6,48;6,48;;;0,55;0,31;-0,09;;13,96;0,87;;0,06;0,94;0,13;17,11;9,69;117.077,79;7,04;0,98;-0,83;2.828.683.748,44
BEES4;8,14;8,57;8,28;1,16;0,07;29,87;8,53;6,68;6,48;6,48;;;0,55;0,31;-0,09;;13,96;0,87;;0,06;0,94;0,13;17,11;9,69;44.064,16;7,04;0,98;-0,83;2.828.683.748,44
BFRE11;0,00;;0,00;0,00;0,00;100,00;195,96;118,16;0,00;;;;0,00;0,00;0,00;;6,82;5,98;;0,88;0,10;0,05;;6,26;;309.815,90;21.126,92;0,00;
BFRE12;0,00;;0,00;0,00;0,00;100,00;195,96;118,16;0,00;;;;0,00;0,00;0,00;;6,82;5,98;;0,88;0,10;0,05;;6,26;;309.815,90;21.126,92;0,00;
BGIP3;38,49;11,08;6,26;0,95;0,06;30,71;11,76;7,75;4,13;3,93;;;0,49;10,12;-0,06;;15,25;1,01;;0,07;0,93;0,13;13,57;9,63;13.791,83;40,31;6,15;-0,62;789.527.073,92
BGIP4;34,79;15,92;5,66;0,86;0,06;30,71;11,76;7,75;3,73;3,93;;;0,44;9,15;-0,06;;15,25;1,01;;0,07;0,93;0,13;13,57;9,63;38.932,17;40,31;6,15;-0,56;789.527.073,92
BHIA3;3,10;;-1,81;0,89;0,09;30,06;-1,82;-5,98;-5,97;-20,35;-14,38;2,15;0,11;-0,72;-0,16;0,76;-49,14;-5,11;-11,40;0,10;0,90;0,85;1,39;;13.862.609,32;3,48;-1,71;0,17;2.889.251.342,20
BIDI11;10,40;;-238,07;1,08;0,23;50,04;-13,62;-5,22;-91,21;-91,21;;;12,42;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;9,67;-0,04;0,13;8.991.139.764,53
BIDI3;3,40;;-233,49;1,06;0,23;50,04;-13,62;-5,22;-89,46;-91,21;;;12,19;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53
BIDI4;3,41;;-234,18;1,06;0,23;50,04;-13,62;-5,22;-89,72;-91,21;;;12,22;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53
BIOM3;7,10;;-15,75;3,42;2,00;15,98;-30,34;-43,27;-22,47;-23,10;-0,63;0,10;6,82;6,34;-4,29;2,45;-21,71;-12,72;-11,51;0,59;0,41;0,29;74,06;;933.787,05;2,08;-0,45;0,90;971.574.877,20
BLAU3;13,91;7,36;7,88;1,06;0,69;40,23;23,08;17,89;6,11;6,69;0,57;0,10;1,41;1,94;-1,51;2,90;13,47;8,74;7,66;0,65;0,36;0,49;12,41;9,59;4.898.551,68;13,10;1,76;0,11;2.495.369.691,49
BLUT3;5,14;;-5,63;0,46;0,14;;;;-6,17;-4,91;-1,59;0,12;;-0,76;-0,14;0,00;-8,24;-2,45;-6,72;0,30;0,70;0,00;;;;11,09;-0,91;0,20;14.115.600,06
BLUT4;1,52;;-1,66;0,14;0,04;;;;-1,82;-4,91;-1,59;0,12;;-0,22;-0,04;0,00;-8,24;-2,45;-6,72;0,30;0,70;0,00;;;;11,09;-0,91;0,06;14.115.600,06
BMEB3;62,00;2,71;10,46;2,88;0,21;45,51;8,04;8,24;10,71;10,91;;;0,86;1,12;-0,25;;27,54;1,97;;0,07;0,93;0,24;21,54;41,20;121.388,94;21,53;5,93;-1,36;6.618.585.468,00
BMEB4;65,00;2,84;10,96;3,02;0,22;45,51;8,04;8,24;11,23;10,91;;;0,90;1,17;-0,27;;27,54;1,97;;0,07;0,93;0,24;21,54;41,20;3.204.058,53;21,53;5,93;-1,42;6.618.585.468,00
BMGB4;4,96;11,03;7,50;0,65;0,06;39,56;2,79;4,32;11,62;11,62;;;0,32;-0,15;-0,06;0,02;8,62;0,82;;0,10;0,90;0,19;20,01;0,44;3.850.466,16;7,67;0,66;1,04;2.971.477.938,24
BMIN3;22,99;1,54;13,78;0,77;0,17;14,65;25,00;12,76;7,04;6,83;;;1,76;35,98;-0,17;;5,57;1,23;;0,22;0,78;0,10;24,69;29,30;2.299,00;29,92;1,67;-5,95;107.721.501,64
BMIN4;18,47;7,58;11,07;0,62;0,14;14,65;25,00;12,76;5,65;6,83;;;1,41;28,91;-0,14;;5,57;1,23;;0,22;0,78;0,10;24,69;29,30;12.835,58;29,92;1,67;-4,78;107.721.501,64
BMKS3;370,15;41,37;2,82;0,69;0,63;29,43;-152,67;422,10;-7,79;0,70;8,49;-0,75;11,90;0,79;-3,28;58,78;24,32;22,18;-23,10;0,91;0,09;0,05;-0,59;85,96;33.869,47;540,16;131,35;0,01;168.325.712,50
BMOB3;22,00;12,00;12,83;1,66;1,09;25,01;8,65;8,98;13,33;10,10;-3,23;-0,40;1,15;2,75;-3,54;2,34;12,93;8,49;7,66;0,66;0,34;0,95;57,50;32,15;8.354.040,95;13,27;1,72;0,55;1.883.384.624,00
BNBR3;110,02;5,43;3,85;0,70;0,15;45,77;50,32;28,85;2,21;2,21;;;1,11;17,06;-0,15;;18,19;3,97;;0,22;0,78;0,14;8,63;10,20;24.959,00;157,26;28,60;0,12;10.858.946.384,98
BOAS3;7,95;;15,22;1,83;1,70;56,53;19,25;32,39;25,60;18,69;-6,92;-0,50;4,93;3,34;-3,80;12,37;12,04;11,16;0,99;0,93;0,07;0,34;8,81;74,34;;4,34;0,52;5,59;4.212.250.617,75
BOBR3;1,00;;3,57;275,96;0,28;41,02;13,83;4,73;1,22;2,62;1,23;277,35;0,17;-15,43;-0,61;0,97;7.721,50;7,91;41,92;0,00;1,00;1,67;6,30;0,76;0,00;0,00;0,28;-0,11;297.378.117,60
BOBR4;1,30;;4,65;358,75;0,37;41,02;13,83;4,73;1,59;2,62;1,23;277,35;0,22;-20,06;-0,80;0,97;7.721,50;7,91;41,92;0,00;1,00;1,67;6,30;0,76;6.872,58;0,00;0,28;-0,14;297.378.117,60
BPAC11;52,19;2,67;14,12;2,91;0,29;47,69;45,56;36,88;11,43;11,43;;;5,21;-0,39;-0,29;0,01;20,60;2,06;;0,10;0,89;0,06;25,49;30,46;454.891.657,26;17,94;3,70;0,47;200.168.133.014,11
BPAC3;38,90;1,20;31,57;6,50;0,65;47,69;45,56;36,88;25,55;11,43;;;11,64;-0,88;-0,65;0,01;20,60;2,06;;0,10;0,89;0,06;25,49;30,46;225.948,84;5,98;1,23;1,06;200.168.133.014,11
BPAC5;11,19;4,16;9,08;1,87;0,19;47,69;45,56;36,88;7,35;11,43;;;3,35;-0,25;-0,19;0,01;20,60;2,06;;0,10;0,89;0,06;25,49;30,46;111.616,37;5,98;1,23;0,30;200.168.133.014,11
BPAN4;11,21;;36,67;1,87;0,21;34,90;0,19;2,58;498,99;498,99;;;0,95;-461,91;-0,21;0,05;5,10;0,56;;0,11;0,89;0,22;10,77;-9,00;12.700.202,32;5,99;0,31;-0,96;14.226.275.708,90
BPAR3;117,42;3,75;4,43;0,50;0,06;49,16;11,13;6,92;2,76;2,76;;;0,31;4,29;-0,06;;11,35;1,29;;0,11;0,89;0,19;14,76;-4,89;0,00;233,36;26,49;-0,14;1.118.032.025,58
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-18,89;;66,71;6,31;-0,11;1.533.769.021,00
BPHA3;0,62;;0,06;-0,24;0,99;98,02;1.029,99;13.896,67;0,80;1,66;0,85;;8,28;-0,38;-1,18;0,06;-402,50;1.669,02;-36,75;-4,15;5,15;0,12;-68,85;;;-2,58;10,40;0,00;70.110.298,74
BRAP3;18,08;16,48;6,29;0,78;0,77;;;;6,77;6,75;-0,51;-0,06;;16,05;-0,82;5,95;12,38;12,25;11,41;0,99;0,01;0,00;;;1.696.544,79;23,21;2,87;-0,17;7.617.400.132,80
